"","tail","head","value"
"1022",46,68,0.000328993
"1023",46,69,7.229846e-05
"1024",46,70,7.449842e-07
"1025",46,72,1.339972e-05
"1026",46,73,2.529946e-05
"1027",46,74,3.109934e-05
"1028",46,75,8.669816e-06
"1029",46,79,4.599903e-05
"1030",46,80,1.41997e-05
"1031",46,81,7.349844e-06
"1032",46,82,3.499926e-05
"1033",46,85,8.639817e-05
"1034",46,86,1.989958e-05
"1035",46,87,5.269888e-06
"1036",46,88,8.99981e-05
"1037",46,93,2.189953e-05
"1038",46,96,2.32995e-05
"1039",46,123,0.01953259
"1040",47,52,0.0001105752
"1041",47,53,7.202607e-06
"1042",47,54,0.0006431624
"1043",47,55,5.620063e-05
"1044",47,56,1.491244e-05
"1045",47,61,0.00015724
"1046",47,76,1.36951e-06
"1047",47,85,0.001801666
"1048",47,88,0.0002657864
"1049",47,98,0.0004960669
"1050",47,101,4.524455e-08
"1051",47,102,7.719979e-07
"1052",47,107,3.88535e-05
"1053",47,108,2.718731e-05
"1054",47,113,6.157723e-05
"1055",47,114,2.241938e-05
"1056",47,115,6.279457e-05
"1057",47,117,2.099915e-05
"1058",47,118,0.0001156475
"1059",47,120,1.318787e-07
"1060",47,124,0.03872264
"1061",48,50,0.0005540386
"1062",48,51,0.007669492
"1063",48,53,6.062678e-06
"1064",48,54,0.0001863864
"1065",48,55,2.068684e-05
"1066",48,56,0.002344167
"1067",48,60,7.41449e-05
"1068",48,61,0.0002293986
"1069",48,62,0.004893154
"1070",48,63,9.216909e-05
"1071",48,64,2.83676e-05
"1072",48,68,0.001148017
"1073",48,69,1.290367e-05
"1074",48,70,5.151227e-06
"1075",48,76,3.963271e-07
"1076",48,78,1.730731e-06
"1077",48,84,0.0009452451
"1078",48,88,0.0001874105
"1079",48,93,9.411488e-05
"1080",48,97,7.772927e-05
"1081",48,98,0.006093401
"1082",48,107,1.669285e-05
"1083",48,109,7.772926e-06
"1084",48,110,3.2464e-05
"1085",48,113,2.652422e-05
"1086",48,114,9.667514e-06
"1087",48,115,2.713867e-05
"1088",48,117,9.083776e-06
"1089",48,118,5.007854e-05
"1090",48,120,5.694001e-08
"1091",48,124,0.01740152
"1092",49,44,0.02472333
"1093",49,50,0.008983086
"1094",49,51,0.1244311
"1095",49,52,2.309435e-05
"1096",49,53,4.443601e-05
"1097",49,54,0.002717711
"1098",49,55,0.0003361053
"1099",49,56,7.000476e-05
"1100",49,60,0.001203175
"1101",49,61,0.00236614
"1102",49,62,0.004926108
"1103",49,63,0.001495978
"1104",49,64,0.0004608561
"1105",49,68,0.01862291
"1106",49,69,8.371703e-05
"1107",49,70,8.361393e-05
"1108",49,76,6.433427e-06
"1109",49,78,2.804314e-05
"1110",49,82,0.0008227364
"1111",49,83,6.031338e-06
"1112",49,84,0.000509313
"1113",49,85,0.004272455
"1114",49,88,0.00124957
"1115",49,93,0.001533094
"1116",49,96,0.003462091
"1117",49,97,0.001261942
"1118",49,98,0.003404355
"1119",49,100,2.742454e-05
"1120",49,101,2.123856e-07
"1121",49,102,3.618803e-06
"1122",49,105,0.0003690973
"1123",49,106,0.0002371295
"1124",49,107,0.0001824866
"1125",49,108,0.0001278437
"1126",49,109,8.454183e-05
"1127",49,110,0.0003536323
"1128",49,111,5.825138e-06
"1129",49,113,0.0002886794
"1130",49,114,0.0001051618
"1131",49,115,0.0002948654
"1132",49,116,1.113478e-06
"1133",49,117,9.87696e-05
"1134",49,118,0.0005443669
"1135",49,120,6.196298e-07
"1136",49,122,9.650141e-06
"1137",49,124,0.1462708
"1138",50,53,0.0004488988
"1139",50,54,7.999871e-05
"1140",50,55,8.895609e-06
"1141",50,60,3.17112e-05
"1142",50,61,9.863418e-05
"1143",50,62,0.0001297276
"1144",50,63,3.933012e-05
"1145",50,64,1.21491e-05
"1146",50,70,2.203311e-06
"1147",50,76,1.688518e-07
"1148",50,78,7.392416e-07
"1149",50,88,3.655025e-05
"1150",50,97,3.315262e-05
"1151",50,98,0.001410531
"1152",50,114,2.769582e-06
"1153",50,124,0.002722221
"1154",51,53,0.0002265247
"1155",51,54,0.0005104494
"1156",51,55,7.236491e-05
"1157",51,56,1.178749e-05
"1158",51,60,0.0002029497
"1159",51,61,0.0006293493
"1160",51,62,0.000833324
"1161",51,63,0.0002531747
"1162",51,64,7.78999e-05
"1163",51,70,1.414498e-05
"1164",51,76,1.086499e-06
"1165",51,78,4.745744e-06
"1166",51,88,0.0002111497
"1167",51,97,0.0002131997
"1168",51,98,0.003408121
"1169",51,101,8.230739e-08
"1170",51,102,1.404248e-06
"1171",51,107,7.051991e-05
"1172",51,108,4.930244e-05
"1173",51,109,3.269746e-05
"1174",51,110,0.0001363248
"1175",51,111,2.254997e-06
"1176",51,113,0.0001117249
"1177",51,114,4.069245e-05
"1178",51,115,0.0001137749
"1179",51,116,4.325495e-07
"1180",51,117,3.823245e-05
"1181",51,118,0.0002111497
"1182",51,120,2.398497e-07
"1183",51,124,0.03753853
"1184",52,53,1.513277e-05
"1185",52,55,1.997526e-06
"1186",52,61,2.209385e-05
"1187",52,76,3.995052e-08
"1188",52,88,8.62568e-06
"1189",52,98,6.708863e-07
"1190",52,124,0.0006648331
"1191",53,123,0.0007539217
"1192",54,112,7.592345e-05
"1193",54,123,0.01655172
"1194",54,124,0.03315426
"1195",55,92,6.146433e-05
"1196",55,112,3.892067e-06
"1197",55,117,2.911468e-05
"1198",55,123,0.0006015012
"1199",56,92,4.652575e-05
"1200",56,123,0.001401894
"1201",57,53,8.852365e-06
"1202",57,55,2.41164e-05
"1203",57,66,0.0008251877
"1204",57,70,2.285731e-05
"1205",57,76,4.629574e-07
"1206",57,77,3.951603e-05
"1207",57,78,2.024228e-06
"1208",57,79,0.000111381
"1209",57,80,3.447967e-05
"1210",57,86,0.0002421325
"1211",57,90,1.811151e-06
"1212",57,92,0.005697862
"1213",57,99,2.595661e-06
"1214",57,101,5.414083e-07
"1215",57,102,1.055698e-05
"1216",57,103,0.001883791
"1217",57,104,0.0003622303
"1218",57,105,0.0003864435
"1219",57,106,0.0002353528
"1220",57,107,0.0001026642
"1221",57,108,0.0001336572
"1222",57,111,2.353528e-05
"1223",57,113,3.806323e-05
"1224",57,114,6.227649e-06
"1225",57,115,5.31723e-05
"1226",57,116,1.220348e-06
"1227",57,121,0.0001016957
"1228",57,123,0.01806309
"1229",58,53,1.380351e-07
"1230",58,55,3.761721e-07
"1231",58,66,1.285518e-05
"1232",58,70,3.561517e-07
"1233",58,77,6.153628e-07
"1234",58,78,3.140036e-08
"1235",58,79,1.801833e-06
"1236",58,80,5.553017e-07
"1237",58,86,3.761721e-06
"1238",58,90,2.823925e-08
"1239",58,92,8.882719e-06
"1240",58,99,4.035684e-08
"1241",58,123,0.0009314737
"1242",59,53,4.502592e-05
"1243",59,55,0.0001186494
"1244",59,60,0.001905489
"1245",59,62,0.004001628
"1246",59,66,0.008240554
"1247",59,70,0.0001125648
"1248",59,76,3.295816e-05
"1249",59,77,0.0001936926
"1250",59,78,9.897589e-06
"1251",59,79,0.0006023737
"1252",59,80,0.0001855798
"1253",59,85,0.002479468
"1254",59,86,0.003331309
"1255",59,87,6.906002e-05
"1256",59,90,0.0001115507
"1257",59,92,0.002790796
"1258",59,99,0.000521246
"1259",59,101,1.328467e-06
"1260",59,102,5.151614e-05
"1261",59,103,0.009227271
"1262",59,104,0.0005912187
"1263",59,105,0.003785625
"1264",59,106,0.001154043
"1265",59,107,0.0005040063
"1266",59,108,0.0006551067
"1267",59,111,5.770213e-05
"1268",59,113,0.0001865939
"1269",59,114,3.052433e-05
"1270",59,115,0.000260623
"1271",59,116,5.952752e-06
"1272",59,121,0.0003326239
"1273",59,123,0.0315729
"1274",60,62,0.0005762953
"1275",60,86,0.0003187387
"1276",60,101,1.865065e-07
"1277",60,102,1.815725e-06
"1278",60,103,0.000649319
"1279",60,104,0.0001243377
"1280",60,111,8.111554e-06
"1281",60,112,1.1743e-05
"1282",60,117,2.190712e-05
"1283",60,123,0.00887929
"1284",61,34,0.006871779
"1285",61,53,1.41827e-05
"1286",61,55,2.269232e-05
"1287",61,87,1.19765e-05
"1288",61,105,0.0004927174
"1289",61,112,2.164174e-05
"1290",61,117,8.08939e-05
"1291",61,121,6.50303e-05
"1292",61,123,0.01278334
"1293",62,53,0.0005211425
"1294",62,56,1.391687e-05
"1295",62,60,0.000238857
"1296",62,63,0.0002970907
"1297",62,64,1.164675e-05
"1298",62,76,1.283116e-06
"1299",62,78,1.855583e-06
"1300",62,101,1.273246e-07
"1301",62,103,0.000884363
"1302",62,104,0.0001135064
"1303",62,105,0.0003632205
"1304",62,111,5.527269e-06
"1305",62,112,1.59896e-05
"1306",62,117,5.961554e-05
"1307",62,121,4.78701e-05
"1308",62,124,0.01029059
"1309",63,53,0.002860716
"1310",63,56,4.51742e-06
"1311",63,60,7.760452e-05
"1312",63,61,0.0004945386
"1313",63,76,4.146516e-07
"1314",63,79,9.985875e-05
"1315",63,80,3.090866e-05
"1316",63,86,0.0002168362
"1317",63,87,1.150753e-05
"1318",63,96,0.0004298682
"1319",63,100,1.046139e-05
"1320",63,101,1.436064e-07
"1321",63,102,1.388512e-06
"1322",63,103,0.0009966855
"1323",63,104,9.605461e-05
"1324",63,106,6.229284e-05
"1325",63,108,3.537853e-05
"1326",63,111,6.229284e-06
"1327",63,112,8.977779e-06
"1328",63,117,3.357156e-05
"1329",63,121,4.498399e-05
"1330",63,124,0.003261102
"1331",64,53,4.390299e-06
"1332",64,56,2.50288e-06
"1333",64,61,0.0004092825
"1334",64,76,2.297726e-07
"1335",64,87,6.359778e-06
"1336",64,96,0.0004349267
"1337",64,100,9.826883e-07
"1338",64,112,3.897929e-06
"1339",64,117,1.456594e-05
"1340",64,124,0.001614563
"1341",65,66,7.420794e-05
"1342",65,77,2.128371e-05
"1343",65,90,9.786706e-07
"1344",65,92,0.0003069035
"1345",65,99,1.396744e-06
"1346",65,101,2.052358e-07
"1347",65,102,1.985846e-06
"1348",65,103,0.0007126243
"1349",65,104,0.0001368239
"1350",65,111,8.912554e-06
"1351",65,112,2.565447e-05
"1352",65,117,4.807838e-05
"1353",65,123,0.004774583
"1354",66,77,7.787768e-05
"1355",66,90,3.570976e-06
"1356",66,92,0.001122578
"1357",66,99,5.109535e-06
"1358",66,101,4.330759e-07
"1359",66,102,4.207294e-06
"1360",66,103,0.0007540839
"1361",66,104,0.0001927947
"1362",66,105,0.0003096113
"1363",66,111,1.880461e-05
"1364",66,112,2.716221e-05
"1365",66,117,5.081043e-05
"1366",66,121,2.725719e-05
"1367",66,123,0.01361245
"1368",67,29,1.824603e-05
"1369",67,53,2.36677e-06
"1370",67,55,4.128815e-06
"1371",67,66,6.975195e-05
"1372",67,79,1.88716e-05
"1373",67,80,5.838728e-06
"1374",67,86,4.08711e-05
"1375",67,87,2.168671e-06
"1376",67,92,0.0001167746
"1377",67,106,2.16867e-05
"1378",67,123,0.0007705036
"1379",68,29,0.0006682312
"1380",68,53,4.871494e-05
"1381",68,55,0.0001486052
"1382",68,60,1.082554e-05
"1383",68,62,0.002679814
"1384",68,63,0.002968167
"1385",68,64,0.0001013664
"1386",68,66,0.002530225
"1387",68,76,2.834324e-06
"1388",68,77,0.0002420985
"1389",68,78,6.190242e-06
"1390",68,79,0.0006849616
"1391",68,80,0.0002115901
"1392",68,85,0.003102994
"1393",68,86,0.003450396
"1394",68,87,7.853439e-05
"1395",68,90,1.112078e-05
"1396",68,92,0.003490745
"1397",68,99,1.584466e-05
"1398",68,100,1.318748e-05
"1399",68,101,1.663197e-06
"1400",68,102,6.446118e-05
"1401",68,103,0.006068209
"1402",68,104,0.001479163
"1403",68,105,0.002368825
"1404",68,106,0.002886483
"1405",68,107,0.001262652
"1406",68,108,0.001640562
"1407",68,109,4.162913e-05
"1408",68,110,9.939816e-05
"1409",68,111,7.213747e-05
"1410",68,113,0.0004664825
"1411",68,114,7.636928e-05
"1412",68,115,0.0006524849
"1413",68,116,1.486052e-05
"1414",68,118,6.485484e-05
"1415",68,121,0.0002086377
"1416",68,123,0.04999038
"1417",69,53,1.344317e-05
"1418",69,55,3.375299e-05
"1419",69,62,0.0006112289
"1420",69,66,7.553319e-05
"1421",69,76,6.470128e-07
"1422",69,77,5.522337e-05
"1423",69,78,2.824032e-06
"1424",69,79,0.0001566758
"1425",69,80,4.826e-05
"1426",69,85,0.000749529
"1427",69,86,0.0003375299
"1428",69,87,1.789199e-05
"1429",69,90,2.533892e-06
"1430",69,92,0.0007959515
"1431",69,99,3.626753e-06
"1432",69,101,3.781495e-07
"1433",69,102,1.470044e-05
"1434",69,103,0.000439079
"1435",69,104,0.0001682814
"1436",69,105,0.000359774
"1437",69,106,0.0006586185
"1438",69,107,0.000288206
"1439",69,108,0.000374281
"1440",69,109,9.487588e-06
"1441",69,110,2.272766e-05
"1442",69,111,1.644128e-05
"1443",69,113,0.0001063848
"1444",69,114,1.740842e-05
"1445",69,115,0.0001489387
"1446",69,116,3.394641e-06
"1447",69,118,1.479716e-05
"1448",69,121,4.74863e-05
"1449",69,123,0.01338707
"1450",70,117,4.472196e-06
"1451",70,121,3.594921e-06
"1452",70,123,0.0001077523
"1453",71,76,5.023233e-08
"1454",71,79,1.209115e-05
"1455",71,80,3.735476e-06
"1456",71,82,0.0002162644
"1457",71,85,5.495082e-05
"1458",71,92,6.183196e-05
"1459",71,102,7.33333e-07
"1460",71,106,3.283287e-05
"1461",71,107,1.435209e-05
"1462",71,108,1.867738e-05
"1463",71,116,1.700625e-07
"1464",71,123,0.001250402
"1465",72,34,0.002948422
"1466",72,55,1.406336e-05
"1467",72,66,0.0005820669
"1468",72,76,2.832205e-07
"1469",72,77,2.422023e-05
"1470",72,78,2.470854e-06
"1471",72,90,1.113349e-06
"1472",72,92,0.0003486542
"1473",72,99,1.582128e-06
"1474",72,101,1.16218e-07
"1475",72,102,4.511995e-06
"1476",72,103,0.0002021608
"1477",72,104,0.000103522
"1478",72,105,0.0001103583
"1479",72,106,0.0002021608
"1480",72,107,8.838431e-05
"1481",72,108,0.0001152414
"1482",72,111,5.049137e-06
"1483",72,113,3.271685e-05
"1484",72,114,5.35189e-06
"1485",72,115,4.570592e-05
"1486",72,116,1.044986e-06
"1487",72,121,4.375267e-05
"1488",72,123,0.005435879
"1489",73,55,4.703869e-06
"1490",73,76,2.654945e-07
"1491",73,79,9.292307e-05
"1492",73,80,1.981589e-05
"1493",73,85,0.0002905048
"1494",73,101,1.548718e-07
"1495",73,102,6.021723e-06
"1496",73,103,0.001079293
"1497",73,104,0.0002077783
"1498",73,105,0.0002212454
"1499",73,106,0.0002703042
"1500",73,107,0.0001183182
"1501",73,108,0.0001529479
"1502",73,111,6.743175e-06
"1503",73,113,4.367192e-05
"1504",73,114,7.137569e-06
"1505",73,115,6.098678e-05
"1506",73,116,1.394808e-06
"1507",73,121,1.952731e-05
"1508",73,123,0.00699905
"1509",74,55,2.030876e-05
"1510",74,76,3.881675e-07
"1511",74,79,0.0001240535
"1512",74,80,2.891247e-05
"1513",74,85,0.0004241831
"1514",74,101,2.27098e-07
"1515",74,102,8.813803e-06
"1516",74,103,0.0007903411
"1517",74,104,0.0001010436
"1518",74,105,0.0006482797
"1519",74,106,0.0003951706
"1520",74,107,0.0001730747
"1521",74,108,0.0002240967
"1522",74,110,1.360587e-05
"1523",74,111,9.874261e-06
"1524",74,113,6.392758e-05
"1525",74,114,1.040449e-05
"1526",74,115,8.923851e-05
"1527",74,116,2.040881e-06
"1528",74,121,2.85123e-05
"1529",74,123,0.01109279
"1530",75,55,5.142632e-06
"1531",75,76,9.948731e-08
"1532",75,79,0.0003396871
"1533",75,80,7.42474e-06
"1534",75,85,0.000109373
"1535",75,101,5.815696e-08
"1536",75,102,2.261075e-06
"1537",75,104,2.597608e-05
"1538",75,106,0.0001012751
"1539",75,107,4.427501e-05
"1540",75,108,5.763113e-05
"1541",75,111,2.534508e-06
"1542",75,113,1.640594e-05
"1543",75,114,2.681741e-06
"1544",75,115,2.292625e-05
"1545",75,116,5.226765e-07
"1546",75,123,0.002158012
"1547",76,123,1.144732e-05
"1548",77,112,3.296617e-06
"1549",77,117,1.228916e-05
"1550",77,121,8.261049e-06
"1551",77,123,0.0009480212
"1552",78,117,7.426106e-06
"1553",78,123,0.0003048402
"1554",79,55,4.951045e-06
"1555",79,92,0.0003497091
"1556",79,101,1.957611e-07
"1557",79,102,3.801186e-06
"1558",79,103,0.0003402061
"1559",79,104,0.0001748546
"1560",79,105,0.0001862581
"1561",79,111,8.514657e-06
"1562",79,112,2.451765e-05
"1563",79,117,2.299718e-05
"1564",79,121,2.461268e-05
"1565",79,123,0.007699301
"1566",80,112,6.396592e-06
"1567",80,117,2.391249e-05
"1568",80,123,0.001980752
"1569",81,53,8.403026e-06
"1570",81,55,5.663542e-05
"1571",81,76,5.22639e-07
"1572",81,77,4.468661e-05
"1573",81,78,2.282903e-06
"1574",81,79,0.0001058878
"1575",81,80,3.27378e-05
"1576",81,82,0.0003876078
"1577",81,85,0.0004808668
"1578",81,86,0.0002292617
"1579",81,87,1.21431e-05
"1580",81,92,0.0005410966
"1581",81,100,2.05947e-06
"1582",81,101,5.13896e-07
"1583",81,102,1.000591e-05
"1584",81,105,0.0003672074
"1585",81,106,0.0004478375
"1586",81,107,0.0001952611
"1587",81,108,0.0002545194
"1588",81,110,1.544602e-05
"1589",81,111,2.234331e-05
"1590",81,112,3.225208e-05
"1591",81,113,7.237288e-05
"1592",81,114,1.185167e-05
"1593",81,115,0.0001010306
"1594",81,116,2.312046e-06
"1595",81,117,6.032692e-05
"1596",81,118,1.000591e-05
"1597",81,121,0.0001612604
"1598",81,123,0.01755018
"1599",81,124,0.008763433
"1600",82,53,2.160846e-05
"1601",82,55,5.649208e-05
"1602",82,76,2.170536e-07
"1603",82,101,1.104648e-06
"1604",82,102,1.065888e-05
"1605",82,103,0.001914723
"1606",82,104,0.000736432
"1607",82,105,0.0005232543
"1608",82,111,4.786808e-05
"1609",82,112,6.899204e-05
"1610",82,117,8.604627e-05
"1611",82,121,0.0003459292
"1612",82,123,0.04610549
"1613",83,55,4.132161e-06
"1614",83,123,8.5878e-05
"1615",84,53,4.210321e-05
"1616",84,55,0.0001149147
"1617",84,62,0.001873399
"1618",84,76,2.201727e-06
"1619",84,77,0.0001883056
"1620",84,78,1.921683e-06
"1621",84,79,0.0005320841
"1622",84,80,0.0001641639
"1623",84,92,0.002711601
"1624",84,99,1.236057e-05
"1625",84,101,2.578338e-06
"1626",84,102,2.501085e-05
"1627",84,103,0.004483605
"1628",84,104,0.001723721
"1629",84,105,0.001226401
"1630",84,106,0.001121143
"1631",84,108,0.0006373421
"1632",84,111,0.0001120177
"1633",84,112,0.0001612669
"1634",84,117,0.0001506445
"1635",84,121,0.0003234994
"1636",84,123,0.1078238
"1637",85,55,1.7366e-05
"1638",85,92,0.001226174
"1639",85,101,8.913269e-07
"1640",85,102,8.663811e-06
"1641",85,103,0.001551427
"1642",85,104,0.0005967764
"1643",85,105,0.0004240758
"1644",85,111,3.876168e-05
"1645",85,112,5.59358e-05
"1646",85,117,4.183192e-05
"1647",85,121,0.0001679033
"1648",85,123,0.03076756
"1649",86,92,0.0006278889
"1650",86,101,2.305293e-07
"1651",86,111,1.000982e-05
"1652",86,112,5.773342e-05
"1653",86,117,0.000216374
"1654",86,121,5.783453e-05
"1655",86,123,0.01468714
"1656",87,112,2.884821e-06
"1657",87,117,1.079286e-05
"1658",87,123,0.001344569
"1659",88,112,4.414181e-05
"1660",88,117,0.0006594807
"1661",88,121,0.0001323196
"1662",88,123,0.0158106
"1663",89,55,3.881455e-06
"1664",89,92,9.184149e-05
"1665",89,99,4.175504e-07
"1666",89,101,8.752877e-08
"1667",89,102,8.498033e-07
"1668",89,103,0.0006194645
"1669",89,104,5.851587e-05
"1670",89,111,3.803041e-06
"1671",89,112,5.488926e-06
"1672",89,117,8.213785e-05
"1673",89,121,2.744463e-05
"1674",89,123,0.002222035
"1675",90,123,3.288866e-05
"1676",91,53,1.833535e-05
"1677",91,55,0.0001995615
"1678",91,76,2.390686e-07
"1679",91,82,0.0004041881
"1680",91,85,0.001046432
"1681",91,92,0.0001965225
"1682",91,112,7.800121e-06
"1683",91,117,2.917448e-05
"1684",91,121,3.91019e-05
"1685",91,123,0.004079362
"1686",91,124,0.002037148
"1687",92,112,6.05662e-05
"1688",92,117,0.0002262807
"1689",92,121,3.033125e-05
"1690",92,123,0.01097414
"1691",93,29,5.618622e-05
"1692",93,53,4.604953e-06
"1693",93,56,2.616231e-06
"1694",93,60,4.508413e-05
"1695",93,63,5.039383e-05
"1696",93,64,1.554292e-05
"1697",93,76,2.413497e-07
"1698",93,78,1.052285e-06
"1699",93,85,0.0002645193
"1700",93,92,0.0002963775
"1701",93,96,0.0004151216
"1702",93,100,1.129517e-06
"1703",93,101,1.409483e-07
"1704",93,102,5.473812e-06
"1705",93,103,0.0002452114
"1706",93,104,6.284747e-05
"1707",93,105,0.0002017684
"1708",93,106,0.0002452114
"1709",93,107,0.0001071593
"1710",93,108,0.0001390175
"1711",93,111,6.130284e-06
"1712",93,113,3.96779e-05
"1713",93,114,6.487481e-06
"1714",93,115,5.54139e-05
"1715",93,116,1.264673e-06
"1716",93,121,1.76668e-05
"1717",93,123,0.006429557
"1718",94,56,1.664185e-05
"1719",94,60,0.0002850156
"1720",94,62,0.001441337
"1721",94,63,0.000319447
"1722",94,64,9.851211e-05
"1723",94,70,9.755568e-06
"1724",94,76,1.520721e-06
"1725",94,78,6.656741e-06
"1726",94,79,0.0003682249
"1727",94,80,0.000113815
"1728",94,85,0.001668967
"1729",94,86,0.0007967047
"1730",94,87,4.217849e-05
"1731",94,92,0.002816681
"1732",94,96,0.002626352
"1733",94,101,8.923476e-07
"1734",94,102,3.46227e-05
"1735",94,103,0.001034855
"1736",94,104,0.0003978742
"1737",94,105,0.0008493083
"1738",94,106,0.00155324
"1739",94,107,0.0006790641
"1740",94,108,0.0008827832
"1741",94,109,2.238042e-05
"1742",94,110,5.355998e-05
"1743",94,111,3.883099e-05
"1744",94,113,0.0002515406
"1745",94,114,4.112642e-05
"1746",94,115,0.0003510092
"1747",94,116,8.014868e-06
"1748",94,118,3.490963e-05
"1749",94,121,0.0001119021
"1750",94,123,0.01556587
"1751",94,124,0.01556587
"1752",95,29,4.568833e-05
"1753",95,56,2.137188e-06
"1754",95,60,0.0002830587
"1755",95,62,0.000185223
"1756",95,63,4.103401e-05
"1757",95,64,1.263316e-05
"1758",95,70,7.503905e-05
"1759",95,76,1.956714e-07
"1760",95,78,8.558251e-07
"1761",95,79,6.174099e-05
"1762",95,80,1.909221e-05
"1763",95,85,0.0002146687
"1764",95,86,0.000102585
"1765",95,87,5.423709e-06
"1766",95,92,0.001058146
"1767",95,96,0.0004397858
"1768",95,101,1.073343e-07
"1769",95,102,4.160393e-06
"1770",95,103,0.0001244318
"1771",95,104,4.768304e-05
"1772",95,105,0.0001016352
"1773",95,106,0.0001861728
"1774",95,107,8.140312e-05
"1775",95,108,0.0001054346
"1776",95,111,4.654321e-06
"1777",95,113,3.011061e-05
"1778",95,114,4.929781e-06
"1779",95,115,4.207886e-05
"1780",95,116,9.5936e-07
"1781",95,123,0.00082258
"1782",95,124,0.00082258
"1783",96,34,0.001968008
"1784",96,55,2.082393e-05
"1785",96,60,7.46924e-05
"1786",96,76,4.008362e-07
"1787",96,100,1.86731e-06
"1788",96,101,4.047468e-07
"1789",96,102,7.870077e-06
"1790",96,103,0.00140977
"1791",96,104,0.0002708088
"1792",96,105,0.0002893842
"1793",96,111,1.759769e-05
"1794",96,112,5.083776e-05
"1795",96,117,9.502751e-05
"1796",96,121,2.541888e-05
"1797",96,123,0.002906551
"1798",96,124,0.0052402
"1799",97,55,4.645185e-05
"1800",97,62,0.0008396687
"1801",97,85,0.000972248
"1802",97,87,2.455171e-05
"1803",97,92,0.001094025
"1804",97,99,4.979088e-06
"1805",97,101,3.466702e-07
"1806",97,102,6.746812e-06
"1807",97,103,0.002416871
"1808",97,104,0.0003093516
"1809",97,105,0.0009918894
"1810",97,111,1.512386e-05
"1811",97,112,4.350564e-05
"1812",97,117,0.0001630234
"1813",97,121,0.0001306151
"1814",97,123,0.01420661
"1815",98,90,3.659218e-06
"1816",98,92,0.001152013
"1817",98,99,5.237317e-06
"1818",98,101,2.741947e-07
"1819",98,102,5.316223e-06
"1820",98,103,0.0009527776
"1821",98,104,0.0001223027
"1822",98,105,0.0007821455
"1823",98,111,1.193438e-05
"1824",98,112,3.432366e-05
"1825",98,117,0.0002564412
"1826",98,121,3.442229e-05
"1827",98,123,0.002414492
"1828",99,55,3.276218e-06
"1829",99,66,7.47786e-05
"1830",99,77,1.180715e-06
"1831",99,90,5.392994e-08
"1832",99,92,1.404093e-05
"1833",99,103,0.0001033923
"1834",99,105,5.648284e-05
"1835",99,117,9.286163e-06
"1836",99,121,2.489075e-06
"1837",99,123,4.39311e-05
"1838",100,53,3.602316e-06
"1839",100,55,6.41781e-07
"1840",100,60,1.042776e-05
"1841",100,62,5.299196e-05
"1842",100,70,2.768095e-06
"1843",100,76,2.464743e-07
"1844",100,78,1.080695e-06
"1845",100,79,5.96278e-05
"1846",100,80,1.839077e-05
"1847",100,85,0.0002426823
"1848",100,86,0.0001156533
"1849",100,87,6.83492e-06
"1850",100,92,6.958157e-05
"1851",100,96,0.0003867749
"1852",100,101,1.943355e-07
"1853",100,102,3.772952e-06
"1854",100,103,0.0003384281
"1855",100,104,0.000129873
"1856",100,105,9.252263e-05
"1857",100,106,8.455962e-05
"1858",100,107,3.697113e-05
"1859",100,108,4.806247e-05
"1860",100,111,8.455962e-06
"1861",100,112,1.222891e-05
"1862",100,113,1.365088e-05
"1863",100,114,2.237228e-06
"1864",100,115,1.914915e-05
"1865",100,116,4.370178e-07
"1866",100,117,1.137573e-05
"1867",100,121,2.445783e-05
"1868",100,123,0.0002000233
"1869",100,124,0.0002000233
"1870",101,123,3.103656e-06
"1871",102,123,7.286941e-05
"1872",103,112,5.451966e-05
"1873",103,123,0.01039394
"1874",104,112,1.219544e-05
"1875",104,123,0.001878298
"1876",105,112,2.643757e-05
"1877",105,117,2.043827e-05
"1878",105,123,0.004063251
"1879",106,112,1.686294e-05
"1880",106,117,1.302586e-05
"1881",106,123,0.002597094
"1882",107,112,8.012375e-06
"1883",107,123,0.00123189
"1884",108,112,9.589852e-06
"1885",108,123,0.001474351
"1886",109,112,4.638556e-06
"1887",109,123,0.001161691
"1888",110,112,9.308326e-06
"1889",110,123,0.001813055
"1890",111,123,0.0001406188
"1891",112,123,0.0002195675
"1892",113,112,6.482414e-06
"1893",113,123,0.0009961035
"1894",114,112,2.139202e-06
"1895",114,123,0.0003281493
"1896",115,112,7.748478e-06
"1897",115,123,0.001191122
"1898",116,123,1.063141e-05
"1899",117,123,0.002317719
"1900",118,117,2.3058e-05
"1901",118,123,0.005180155
"1902",119,117,1.158772e-05
"1903",119,123,0.002583749
"1904",120,123,1.843728e-05
"1905",121,123,0.0005581483
"1906",122,123,0.0007900859
"1907",123,16,220.8467
"1908",123,17,7.424091
"1909",123,18,0.1202653
"1910",123,19,0.5760418
"1911",123,20,0.01039781
"1912",123,21,0.7554034
"1913",123,22,0.006146489
"1914",123,23,0.4085391
"1915",123,27,0.08914252
"1916",123,31,0.34788
"1917",123,37,0.1808041
"1918",123,124,122.5214
"1919",124,24,181.7294
"1920",124,25,10.91645
"1921",124,26,83.11821
"1922",124,30,0.1310163
"1923",124,32,0.2348376
"1924",124,35,1.199547
"1925",124,36,0.139393
"1926",124,38,0.3895701
"1927",124,39,0.05424966
"1928",124,40,0.1706138
"1929",124,41,0.1383476
"1930",124,44,0.02749635
"1931",124,45,0.3942595
"1932",124,48,0.02391225
